tail,head,volume,travel_time
43,689,0.000000,0.583333
43,696,1064.934187,0.583333
43,722,1272.686544,0.583333
44,450,109.326324,0.666667
44,455,143.812122,0.666667
44,473,329.615126,0.666667
44,503,67.908428,0.666667
45,522,0.000000,0.666667
45,530,631.885339,0.666667
45,551,0.121442,0.666667
45,555,947.772219,0.666667
46,262,1054.031286,1.083333
46,263,479.149714,1.083333
47,264,2218.553921,0.666667
47,887,271.342079,0.666667
48,261,101.539306,0.750000
48,890,1682.480694,0.750000
49,625,2046.981741,0.750000
49,646,1211.074259,0.750000
50,623,388.156649,0.500000
50,652,0.000000,0.500000
50,700,727.356351,0.500000
51,655,135.880944,0.583333
51,702,820.119159,0.583333
51,706,780.059848,0.583333
51,710,1770.876049,0.583333
52,640,442.066825,0.533333
52,659,0.000000,0.533333
52,699,1100.895776,0.533333
52,714,0.023399,0.533333
53,525,78.004284,0.500000
53,585,1288.386866,0.500000
53,664,424.546851,0.500000
54,979,977.527000,0.833333
55,251,0.000000,0.633333
55,891,1061.140366,0.633333
55,979,458.925634,0.633333
56,889,1160.642000,0.500000
57,889,1272.845984,0.533333
57,992,418.674139,0.533333
57,1003,221.855876,0.533333
58,627,1064.788640,0.533333
58,888,390.736360,0.533333
59,889,785.505836,0.500000
59,986,370.491164,0.500000
60,893,276.192354,0.416667
60,896,687.288129,0.416667
60,900,288.447517,0.416667
61,624,515.062547,0.583333
61,630,1326.968453,0.583333
61,642,20.830000,0.583333
62,629,100.148000,0.666667
62,637,1382.433371,0.666667
62,653,889.677629,0.666667
63,902,883.495616,0.533333
63,908,383.888732,0.533333
63,947,245.135653,0.533333
64,632,1783.686869,0.750000
64,923,486.327131,0.750000
64,925,0.000000,0.750000
65,921,337.522801,0.866667
65,926,2909.355950,0.866667
65,936,1183.086249,0.866667
66,998,753.284000,0.583333
67,994,0.000000,0.833333
67,995,75.381823,0.833333
67,996,480.058177,0.833333
68,986,572.663017,0.950000
68,1002,1167.870430,0.950000
68,1003,1530.697553,0.950000
69,982,348.447096,0.583333
69,985,114.483904,0.583333
70,904,1847.622158,0.833333
70,959,392.470000,0.833333
70,960,9.154379,0.833333
70,983,575.900463,0.833333
71,949,158.601707,0.833333
71,958,0.000000,0.833333
71,985,596.659293,0.833333
72,951,424.805750,0.916667
72,957,217.029250,0.916667
73,928,79.529000,0.583333
73,940,575.765000,0.583333
74,313,3726.226647,0.833333
74,322,200.300000,0.833333
74,842,0.000000,0.833333
74,321,3535.818598,0.833333
74,1020,2957.034755,0.833333
75,848,421.851175,0.833333
75,849,1629.237825,0.833333
76,304,414.353935,0.833333
76,849,475.012454,0.833333
76,322,944.554611,0.833333
77,849,401.179709,0.833333
77,322,150.553291,0.833333
78,848,28.273000,0.833333
78,839,749.329000,0.833333
79,304,0.003322,0.833333
79,313,837.755678,0.833333
80,304,0.003446,0.833333
80,313,489.281554,0.833333
81,848,61.081640,0.833333
81,322,321.576000,0.833333
81,247,2.444360,0.833333
82,848,21.753000,0.833333
82,247,0.000000,0.833333
82,322,112.953000,0.833333
83,848,10.808000,0.833333
83,247,0.000000,0.833333
83,322,59.565000,0.833333
84,313,2009.462000,0.833333
85,304,0.000000,0.833333
85,849,481.402686,0.833333
85,322,273.824946,0.833333
85,313,1184.345368,0.833333
86,849,8.266687,0.833333
86,322,6.657893,0.833333
86,313,30.657420,0.833333
87,322,643.771752,0.833333
87,849,327.335248,0.833333
88,322,173.167081,0.833333
88,313,179.659919,0.833333
89,313,135.210000,0.833333
90,304,0.007601,0.833333
90,322,14.060000,0.833333
90,321,277.363709,0.833333
90,313,549.607690,0.833333
91,1010,1164.297831,0.833333
91,954,175.900000,0.833333
91,1005,3219.219169,0.833333
92,1006,5949.649056,0.833333
92,1005,2463.493944,0.833333
93,1006,690.742263,0.833333
93,1005,176.439737,0.833333
94,263,891.449508,0.833333
94,999,1040.855492,0.833333
95,988,877.692000,0.833333
96,1005,0.008209,0.833333
96,1006,32.247791,0.833333
97,999,454.084000,0.833333
98,1009,1261.281000,0.833333
99,1006,119.671523,0.833333
99,1005,47.135477,0.833333
100,1006,0.000000,0.833333
100,1007,0.000000,0.833333
101,263,0.000000,0.833333
102,1009,0.000000,0.833333
103,849,0.000000,0.833333
104,849,0.000000,0.833333
105,313,0.000000,0.833333
106,849,0.000000,0.833333
107,849,0.000000,0.833333
107,313,0.000000,0.833333
108,849,0.000000,0.833333
109,849,0.000000,0.833333
110,999,0.000000,0.833333
201,456,15.734000,1.000000
202,204,1081.167711,0.186678
203,456,1081.167711,0.186678
204,203,1081.167711,0.173344
205,206,2185.053389,0.267033
205,214,0.000000,0.428571
205,215,56.305090,0.514286
205,10,58.783000,0.416667
206,213,452.552709,0.200000
206,10,10.770000,0.416667
206,11,2017.932055,0.666667
206,486,260.851334,0.266667
207,201,15.734000,0.780000
207,209,135.851381,0.240000
207,215,11.579000,0.411429
207,11,51.395945,0.666667
208,209,33.972945,1.062857
208,211,705.231701,0.960009
208,273,3580.196434,0.229461
208,277,0.000000,0.685714
208,13,764.720649,0.666667
209,207,67.128945,0.240000
209,208,135.851381,1.062857
210,211,2697.890480,0.617124
210,212,33.156000,0.560000
210,12,738.137254,0.833333
210,469,531.773891,0.666704
211,208,3263.059318,0.967836
211,210,392.962795,0.573342
211,233,854.772773,0.480231
211,237,15.729210,0.291429
211,13,476.071138,0.666667
212,209,33.156000,0.560000
213,214,3836.870800,0.201244
213,454,543.581670,0.320000
214,205,864.335583,0.428706
214,10,2381.697000,0.416667
214,468,1905.996753,0.293415
214,475,108.716215,0.325714
215,205,11.579000,0.514286
215,207,56.305090,0.411429
216,217,302.236101,0.171429
216,221,0.000000,0.280000
216,224,1071.626212,0.531909
217,216,1071.626212,0.171584
217,220,543.862860,0.154291
217,222,302.236101,0.120000
217,223,0.000000,0.188571
217,12,0.000000,0.833333
218,210,0.000000,0.420000
219,222,1775.265280,0.269835
219,223,1249.910132,0.188621
220,221,1039.675199,0.171447
221,218,0.000000,0.400000
221,230,1039.675199,0.600063
222,217,861.391279,0.120037
222,225,1753.997199,0.155864
222,12,741.289746,0.833333
223,217,754.097793,0.189489
223,220,495.812339,0.222858
224,216,302.236101,0.531430
224,228,0.000000,2.348571
224,230,0.000000,0.257143
224,13,1071.626212,0.666667
225,222,1044.921499,0.154409
225,228,1291.258823,0.617333
225,234,462.738376,0.360011
226,235,2604.965461,0.344946
226,238,1076.098774,0.720924
226,539,517.983976,0.533360
227,229,38.049561,1.200000
227,236,19.043996,0.308571
227,603,1308.805460,0.722243
228,225,1044.921499,0.617210
228,227,1308.794919,0.514299
228,235,114.370905,0.342857
228,15,149.257918,0.833333
229,227,19.039044,1.200000
229,232,473.832746,1.426714
229,597,387.725583,0.933346
230,224,173.113044,0.257143
230,231,1039.675199,0.274315
231,230,173.113044,0.274286
231,237,1039.675199,0.154302
232,229,406.764627,1.426691
232,231,157.383834,0.325714
232,233,940.979746,0.120085
233,211,760.008021,0.480135
233,232,336.410461,0.120001
233,243,1036.578000,0.428616
234,533,1538.834819,0.228093
235,226,0.000000,0.342857
235,228,1194.179417,0.342902
235,236,2648.078109,0.258667
236,226,0.000000,0.222857
236,227,0.015493,0.308571
236,602,2667.106611,0.740962
237,211,702.431235,0.291430
237,231,15.729210,0.154286
237,233,337.243964,0.257143
238,234,1076.096444,0.120154
238,235,1122.921160,0.926768
238,242,0.002330,0.333333
239,240,0.000000,0.240000
239,576,374.095120,0.173333
240,241,0.000000,0.300000
240,242,0.000000,0.340000
241,538,0.000000,0.213333
241,574,0.000000,0.093333
242,238,1122.921160,0.333850
242,239,0.002330,0.173333
242,240,0.000000,0.340000
242,533,0.000000,0.257143
243,232,694.885000,0.428578
243,244,1036.578000,0.400435
244,243,694.885000,0.400073
244,245,0.000000,0.480000
244,246,0.000000,1.133333
244,14,1036.578000,0.583333
245,244,0.000000,0.480000
246,244,0.000000,1.133333
247,81,0.000000,0.833333
247,82,0.000000,0.833333
247,83,0.000000,0.833333
247,248,2.444360,2.238806
248,247,0.000000,2.238806
248,249,528.416966,0.447927
248,1009,2311.294447,2.822370
249,248,2308.850087,0.522334
249,831,528.416966,2.866735
250,255,1102.686765,0.720749
250,853,1674.624743,0.962189
250,1009,3680.104879,9.617858
251,268,1039.250488,0.411518
251,891,788.670450,0.120970
251,55,0.000000,0.633333
252,257,0.000000,0.942857
252,263,961.827007,1.029118
252,268,459.794291,1.601080
253,255,3015.676601,0.629495
253,262,2353.141288,1.162741
253,266,68.639340,1.200002
254,256,14.812571,1.200000
254,267,118.813715,2.000004
254,887,54.907000,1.800000
254,39,139.159804,0.833333
255,250,3236.950996,0.870520
255,253,2421.780628,0.576054
255,881,414.699798,3.086504
255,33,550.377140,1.083333
255,38,143.800000,0.783333
256,254,28.221743,1.200000
256,264,83.451911,1.200001
256,266,322.499524,2.402379
257,252,0.000000,0.942857
257,269,248.178227,0.800051
257,979,32.554364,0.685714
258,259,0.000000,0.300000
258,887,0.011636,0.900000
259,258,0.011636,0.300000
259,260,155.534000,1.400010
259,265,1058.082505,0.600118
259,1019,3829.046267,0.881702
260,259,871.718329,1.429150
260,646,0.000000,3.000000
260,898,155.534000,0.900004
261,887,101.539306,2.100011
261,48,52.427000,0.750000
262,253,3015.676601,1.278662
262,263,2308.340615,1.692995
262,38,715.433332,0.783333
262,46,275.398801,1.083333
263,94,341.028557,0.833333
263,101,3478.189000,0.833333
263,252,459.794291,1.028586
263,262,2677.078647,1.762219
263,46,481.912199,1.083333
263,979,851.489346,1.208966
264,256,350.721267,1.200650
264,265,2957.327939,0.407576
264,891,1280.811682,1.210461
264,47,378.969217,0.666667
265,258,0.000000,1.650000
265,259,2957.327939,0.611363
265,264,1058.082505,0.400078
266,255,322.499524,1.351338
266,256,68.639340,2.400004
267,254,59.221061,2.000000
267,871,1723.561953,0.739996
267,879,0.073553,2.000000
267,38,2129.961668,0.783333
268,251,788.670450,0.403235
268,252,961.827007,1.632259
268,269,77.423481,1.200001
269,257,32.554364,0.800000
269,268,328.876159,1.200894
269,889,44.870530,1.800000
270,271,3519.283900,0.312411
270,288,67.182871,0.600000
270,299,79.496000,0.685714
271,290,3519.283900,0.480006
271,327,0.000000,0.857143
272,202,437.754893,0.240000
272,8,54.871000,0.666667
272,281,202.111511,0.280000
272,285,1334.404031,0.266813
273,208,1483.963886,0.226722
273,277,779.723770,0.400020
273,278,3102.331948,1.463670
274,7,691.274251,0.666667
274,280,615.051956,0.200004
274,282,331.147127,0.266667
274,360,1055.615836,0.240000
274,433,48.955000,0.257143
275,284,0.000000,0.514286
275,295,0.000000,1.000000
276,290,5413.870259,0.244090
276,314,2828.115536,0.360000
277,273,1203.168480,0.400139
277,285,650.714320,0.400009
277,9,875.865000,0.500000
278,273,582.654689,1.251485
278,292,0.000083,0.666667
278,310,3102.331948,1.927515
279,282,27.328216,0.346667
279,288,765.639267,0.266679
279,428,0.000000,0.377143
280,274,205.545986,0.200000
280,283,683.802851,0.266674
281,202,643.412819,0.308594
281,7,228.508749,0.666667
281,272,1231.001110,0.280108
281,284,164.742735,0.280000
282,274,1187.616956,0.266754
282,279,300.451267,0.346667
282,298,443.835000,0.257143
282,360,0.000000,0.200000
283,7,0.000000,0.666667
283,280,139.906735,0.266667
283,284,683.802851,0.266674
283,437,24.836000,0.200000
284,281,683.802851,0.280008
284,283,164.742735,0.266667
285,272,650.714403,0.266673
285,277,1334.404031,0.400220
286,270,3578.077652,0.303159
286,326,80.340000,0.857143
286,30,145.622000,0.666667
287,286,3492.763900,0.454291
287,354,1330.310804,0.360000
287,32,0.004655,0.666667
288,279,27.328216,0.266667
288,287,829.612922,0.450012
289,270,87.885119,0.120000
289,354,6551.892727,0.682885
290,1,2605.459694,1.083333
290,276,2069.755297,0.240000
290,289,6639.777846,0.733888
291,292,0.000000,0.857143
291,296,0.000000,1.885714
292,291,0.000000,0.857143
292,293,0.000000,0.266667
292,294,0.000083,0.342857
293,275,0.000000,0.800000
293,292,0.000000,0.266667
293,294,0.000000,0.171429
294,283,0.000000,1.028571
294,285,0.000083,0.600000
295,275,0.000000,1.000000
295,296,0.000000,1.200000
295,297,0.000000,0.857143
296,291,0.000000,1.885714
296,295,0.000000,1.200000
296,300,0.000000,2.571429
297,295,0.000000,0.857143
297,298,0.000000,0.257143
297,299,0.000000,0.533333
298,5,443.835000,0.500000
298,274,593.426000,0.342858
298,297,0.000000,0.257143
299,5,79.496000,0.500000
299,288,24.119000,0.685714
299,297,0.000000,0.533333
299,300,0.000000,1.000000
300,296,0.000000,2.571429
300,299,0.000000,1.000000
300,316,0.000000,2.800000
301,3,0.000000,1.083333
301,4,0.000000,1.083333
301,302,0.000000,1.260000
301,306,0.000000,1.272000
302,2,0.000000,1.666667
302,301,0.000000,1.260000
302,303,0.000000,3.480000
302,304,0.000000,3.240000
303,302,0.000000,3.480000
303,304,0.000000,1.200000
304,2,0.000000,1.666667
304,76,15.713291,0.833333
304,79,0.000000,0.833333
304,80,0.000000,0.833333
304,85,0.000000,0.833333
304,90,0.000000,0.833333
304,302,0.000000,3.240000
304,303,0.000000,1.200000
304,1020,414.368304,2.000001
305,312,2349.962786,0.181847
305,313,2117.032265,0.273598
305,321,1541.901481,0.363645
306,3,8599.022000,1.083333
306,4,0.000000,1.083333
306,301,0.000000,1.272000
306,308,72.838069,1.080000
306,310,674.534772,0.733338
306,1020,234.964383,1.000000
307,1,2653.039306,1.083333
307,308,3001.648217,0.269457
307,311,0.000000,0.133333
307,312,751.973627,0.533472
308,306,3001.648217,1.212557
308,307,72.838069,0.240000
308,309,0.000000,0.514286
309,308,0.000000,0.514286
309,310,0.000000,2.005714
309,311,0.000000,1.542857
310,5,91.880000,1.083333
310,278,582.654772,2.060050
310,306,3203.269948,0.741577
310,309,0.000000,2.005714
311,307,325.966808,0.133352
311,309,0.000000,1.542857
311,316,0.000000,0.428571
312,305,750.319710,0.181818
312,307,4913.347982,1.118797
312,315,1.680714,0.266667
313,74,1148.487260,0.833333
313,79,93.510000,0.833333
313,80,212.680000,0.833333
313,84,1342.574000,0.833333
313,85,234.146763,0.833333
313,86,6.618326,0.833333
313,88,187.009882,0.833333
313,89,50.447000,0.833333
313,90,94.332837,0.833333
313,105,1208.793000,0.833333
313,107,40.553866,0.833333
313,305,1166.632798,0.267157
313,312,2563.373469,0.282892
313,315,5412.200009,0.244069
314,276,5413.870259,0.366135
314,315,2502.159193,0.540000
314,316,325.966808,1.028652
315,305,0.000000,0.200000
315,312,0.038524,0.266667
315,313,2502.120669,0.240000
315,314,5413.880723,0.549202
316,1,0.000000,1.083333
316,300,0.000000,2.800000
316,311,325.966808,0.428605
316,314,0.000000,1.028571
317,319,6510.001528,0.305991
317,333,1479.353109,0.200174
317,841,3583.774688,0.226935
317,27,357.628000,0.666667
318,332,3414.693608,0.267106
318,334,1036.015000,1.029359
319,317,5078.692191,0.301849
319,321,8047.714563,0.571506
319,334,261.263778,0.171429
320,329,2663.983458,0.347092
320,340,2780.040326,0.527482
321,74,4238.469648,0.833333
321,90,243.153163,0.833333
321,305,4091.944025,0.364396
321,319,4811.836789,0.547866
321,335,543.247000,0.301016
322,74,376.900000,0.833333
322,76,207.641370,0.833333
322,77,136.471661,0.833333
322,81,119.125991,0.833333
322,82,43.137749,0.833333
322,83,26.462637,0.833333
322,85,13.231702,0.833333
322,86,0.000000,0.833333
322,87,106.751291,0.833333
322,88,14.892118,0.833333
322,90,14.890000,0.833333
322,318,4450.708608,0.159382
322,335,0.000000,2.057143
322,844,0.002816,0.500000
322,26,283.065000,0.666667
323,320,4808.352052,0.745774
323,324,0.000000,0.133333
323,833,0.000000,0.840000
324,323,4808.352052,0.155253
324,333,0.000000,0.266667
325,323,0.000000,1.380000
325,326,26.520752,0.908571
325,334,1472.049799,1.033012
325,29,1730.156000,0.750000
325,340,897.582081,1.200113
326,286,26.520752,0.857143
326,325,80.340000,0.908571
326,327,1611.443110,0.514756
327,276,758.360239,0.413352
327,290,1230.237970,0.334109
327,331,0.000000,0.942857
328,320,635.671732,0.360044
328,330,219.337000,0.514286
328,28,0.000000,0.666667
328,1014,0.000000,0.737143
329,328,219.337000,0.720000
329,339,2663.983458,0.200246
330,323,0.000000,0.900000
330,833,219.337000,0.257143
331,327,377.155099,0.943008
331,335,610.229274,0.686891
331,29,491.930000,0.750000
332,333,3414.693608,0.828715
332,851,416.489976,0.514286
333,317,121.116607,0.200000
333,324,4808.352052,0.310505
333,332,149.864000,0.800000
333,27,144.422000,0.666667
334,319,2065.832215,0.175355
334,325,436.870386,1.028583
334,332,266.625976,0.685715
335,321,525.852274,0.300888
335,322,135.694000,2.057145
335,331,491.930000,0.686121
336,758,5640.151211,0.699522
336,834,1647.699810,0.600149
336,1016,5437.934155,0.287751
336,1017,2436.805612,0.240591
337,336,2495.737279,0.347526
337,1015,571.749426,0.565737
338,337,3067.486705,0.174408
338,364,1072.669559,0.188577
338,448,0.000000,0.600000
339,329,207.677000,0.200004
339,350,652.634393,0.360001
339,367,4163.329512,0.391194
339,448,689.893000,0.428573
339,28,1692.644546,0.666667
339,1014,1958.447606,0.324000
340,325,2354.270619,1.073996
340,351,846.493859,0.308574
340,352,1613.283531,0.400142
340,30,1364.564000,0.666667
340,399,1347.064844,0.240022
341,346,2941.752792,0.147422
342,382,1194.635945,0.084000
342,408,1103.888806,0.186675
343,404,2920.042124,0.190008
343,785,1317.591654,0.168000
344,378,533.557221,0.186667
344,383,1328.472684,0.173350
345,354,0.000000,0.222857
345,355,6771.603956,0.168000
345,387,533.557221,0.200001
346,326,1611.443110,0.720160
346,353,1330.309681,0.200030
347,371,1849.510903,0.186789
347,399,2366.645002,0.467005
347,32,1613.133991,0.666667
347,446,1066.323992,0.200004
348,389,2723.890006,0.175611
348,444,1014.585155,0.173341
349,392,2160.006810,0.173481
349,395,53.759710,0.173333
349,37,0.025722,0.700000
350,329,11.660000,0.200000
350,339,418.385262,0.360000
350,351,652.634393,0.291429
351,340,652.631443,0.308572
351,350,430.045262,0.291429
351,398,416.451547,0.373334
352,341,1613.283531,0.186733
352,377,0.000000,0.373333
353,287,3490.066315,0.202202
354,345,6257.956340,0.156000
354,425,1624.250614,0.200073
355,345,0.000000,0.240000
355,356,6404.839664,0.156000
355,358,137.805562,0.200000
355,32,366.764292,0.666667
356,355,0.000000,0.222857
356,417,256.892466,0.200000
356,423,7185.200413,0.168003
356,32,501.086063,0.666667
357,345,1047.204836,0.200010
357,425,401.516843,0.173334
358,357,350.025843,0.186667
358,429,134.390146,0.173333
359,356,125.269701,0.200000
359,358,346.610427,0.173334
360,357,1098.695836,0.160010
360,428,0.000000,0.240000
360,435,0.000000,0.257143
361,359,24.836000,0.173333
361,430,48.955000,0.186667
362,432,0.000000,0.257143
362,434,0.000000,0.240000
362,438,0.000000,0.173333
363,440,505.535279,0.240000
364,338,34.019703,0.188571
364,758,1072.669559,0.291437
364,779,0.000000,0.333333
365,338,733.159282,0.253336
365,368,227.231660,0.173333
365,448,1766.261647,0.267177
366,338,3372.977279,0.296108
366,365,1993.493307,0.214033
366,369,0.000000,0.222857
366,31,1237.161047,0.616667
367,365,733.159282,0.266677
367,368,3689.579660,0.196120
368,369,3050.734780,0.177103
368,400,866.076540,0.360008
369,768,3050.734780,0.190726
370,367,259.409431,0.360000
370,400,781.798847,0.186676
371,398,1849.510903,0.173447
371,399,0.000000,0.480000
372,371,0.000000,0.240000
372,374,0.002950,0.186667
373,370,140.917466,0.173333
373,372,0.000000,0.222857
374,347,3039.926850,0.190663
374,446,29.220057,0.066667
375,373,140.917466,0.186667
375,374,3069.143957,0.177205
376,375,3069.143957,0.190836
376,381,696.426902,0.173335
377,378,0.000000,0.173333
377,383,0.000000,0.186667
378,347,533.557221,0.173334
378,379,0.000000,0.186667
379,380,0.000000,0.173333
379,384,29.220057,0.186667
380,381,115.975000,0.186667
380,447,140.917466,0.066667
381,405,853.247840,0.186752
381,407,1025.478054,0.186676
381,447,502.074135,0.200000
382,405,867.823708,0.200002
382,406,1317.591329,0.084000
383,341,1328.469261,0.373370
383,409,0.003423,0.173333
384,344,1328.472684,0.186685
384,411,28.248740,0.173333
385,380,256.892466,0.186667
385,384,1327.501367,0.173350
386,353,2159.756633,0.375082
386,354,0.003423,0.200000
387,386,2159.756633,0.174145
387,410,533.557221,0.186667
388,343,2920.042449,0.176436
388,442,727.237230,0.173340
389,388,2723.890006,0.189119
389,801,41.447919,0.186667
390,382,990.779091,0.186669
390,391,1398.687880,0.053370
391,342,1103.888806,0.173341
391,393,1464.026793,0.173477
392,390,990.779091,0.200003
392,391,1169.227719,0.186677
392,443,41.447919,0.186667
393,394,0.000000,0.186667
393,421,1047.109227,0.186702
393,37,1986.594591,0.700000
394,392,41.447919,0.173333
394,395,0.000000,0.173333
395,396,53.759710,0.186667
395,493,0.000000,0.186667
396,422,2875.557709,0.176231
396,464,53.759710,0.200000
397,370,900.290811,0.173350
397,372,0.002950,0.173333
398,397,900.293761,0.186685
398,445,1365.668689,0.200034
399,340,2366.645002,0.240354
399,347,1347.064844,0.600018
399,351,0.000000,0.186667
400,401,798.804660,0.173343
400,402,849.070728,0.173337
401,403,0.000000,0.222857
401,808,798.804660,0.186677
402,373,0.000000,0.240000
402,376,849.070728,0.186670
403,402,0.000000,0.222857
403,404,0.000000,0.240000
404,376,2916.500130,0.176419
404,405,3.541994,0.274286
405,381,502.074135,0.186675
405,406,1834.931707,0.200126
405,408,385.713000,0.188571
405,31,629.186566,0.616667
406,343,1317.591329,0.156000
406,442,1834.931707,0.173443
407,385,1327.501367,0.186685
407,413,1072.558492,0.173343
408,407,1374.581806,0.173353
408,414,115.020000,0.222857
409,386,0.003423,0.186667
409,410,0.000000,0.173333
410,344,533.557221,0.173334
410,411,0.000000,0.186667
411,412,0.000000,0.173333
411,416,28.248740,0.186667
412,385,256.892466,0.173333
412,413,0.000000,0.186667
413,414,463.542032,0.173334
413,418,609.016461,0.186668
414,415,463.542032,0.186668
414,419,115.020000,0.240000
415,342,1194.635945,0.156000
415,393,1428.713891,0.173463
416,355,28.248740,0.200000
416,387,2159.756633,0.187541
417,412,256.892466,0.186667
417,416,2159.756633,0.174145
418,417,2159.756633,0.187541
418,423,932.463948,0.200006
419,418,2483.204121,0.174843
419,424,857.095640,0.257147
420,415,2159.807804,0.168000
420,419,3225.279761,0.191865
421,420,3074.586761,0.177236
421,474,848.080175,0.200015
422,394,41.447919,0.186667
422,421,2875.557709,0.189788
423,356,375.816362,0.240001
423,424,7747.135769,0.156009
423,426,47.082231,0.200000
424,6,951.232807,0.833333
424,423,52.370000,0.222857
424,427,135.697050,0.257143
424,452,9453.845295,0.168292
425,6,511.409578,0.833333
425,279,465.188000,0.266668
425,428,1616.507879,0.080029
426,359,447.044128,0.186667
427,426,399.961897,0.173333
427,431,135.700145,0.222857
428,279,0.000000,0.377143
428,282,1573.427879,0.146713
428,360,43.080000,0.240000
429,361,0.000000,0.173333
429,435,134.390146,0.066667
430,362,0.000000,0.186667
430,426,0.000000,0.173333
430,431,48.955000,0.173333
431,436,135.700145,0.240000
431,449,48.955000,0.186667
432,361,73.791000,0.120000
432,435,0.000000,0.257143
433,280,134.390146,0.200000
433,434,48.955000,0.222857
434,362,0.000000,0.240000
434,432,73.791000,0.066667
435,360,0.000000,0.257143
435,432,0.000000,0.257143
435,433,134.390146,0.133333
436,362,0.000000,0.222857
436,363,505.535279,0.222857
437,434,24.836000,0.173333
438,439,0.000000,0.186667
439,284,0.000000,0.200000
440,441,505.535279,0.222857
441,281,505.535279,0.257143
442,390,1398.687880,0.133424
442,443,1163.481057,0.186682
443,389,41.447919,0.173333
443,444,1163.481057,0.173348
444,349,1014.585155,0.186675
444,504,1163.481057,0.186682
445,339,1365.668689,0.160027
445,350,0.000000,0.200000
446,347,502.074135,0.200000
446,379,29.220057,0.093333
446,447,1066.323992,0.160003
447,375,140.917466,0.093333
447,381,1066.323992,0.200004
447,446,502.074135,0.160000
448,338,0.000000,0.600000
448,339,2098.438647,0.428921
448,31,689.893000,0.616667
449,477,209.716613,0.156000
449,519,48.955000,0.173333
450,492,0.000000,17.000000
450,497,48.016467,0.173333
